Attacker No.,Database,Time Entered,Time Spent (S),Commands Run,Modification Attempts,Filename,Database (Avgs),Total # Attackers,# Relevant Attackers,Avg Time Connected,Avg Commands Run,Avg File Modifications
251,1,2022-10-21 01:31:57.530,0.187,5,0,2022-10-21-2155_DATABASE_1_log,,,,,,
252,1,2022-10-21 01:31:57.530,0.188,5,0,2022-10-21-2156_DATABASE_1_log,,,,,,
253,2,2022-10-21 01:31:57.530,0.189,0,0,2022-10-21-2159_DATABASE_2_log,,,,,,
254,1,2022-10-21 01:31:57.531,0.189,0,0,2022-10-21-2204_DATABASE_1_log,,,,,,
255,1,2022-10-21 01:31:57.531,0.19,0,0,2022-10-21-2208_DATABASE_1_log,,,,,,
256,2,2022-10-21 01:31:57.532,0.192,0,0,2022-10-21-2208_DATABASE_2_log,,,,,,
257,3,2022-10-21 01:31:57.532,0.203,0,0,2022-10-21-2208_DATABASE_3_log,,,,,,
258,4,2022-10-21 01:31:57.532,0.211,0,0,2022-10-21-2208_DATABASE_4_log,,,,,,
259,1,2022-10-21 01:31:57.533,0.212,0,0,2022-10-21-2216_DATABASE_1_log,,,,,,
260,2,2022-10-21 01:31:57.533,0.212,0,0,2022-10-21-2216_DATABASE_2_log,,,,,,
261,3,2022-10-21 01:31:57.533,0.214,0,0,2022-10-21-2217_DATABASE_3_log,,,,,,
262,4,2022-10-21 01:31:57.536,0.217,0,0,2022-10-21-2217_DATABASE_4_log,,,,,,
263,1,2022-10-21 01:31:57.537,0.219,0,0,2022-10-21-2223_DATABASE_1_log,,,,,,
264,2,2022-10-21 01:31:57.542,0.034,0,0,2022-10-21-2223_DATABASE_2_log,,,,,,
265,3,2022-10-21 01:31:57.542,0.036,0,0,2022-10-21-2223_DATABASE_3_log,,,,,,
266,4,2022-10-21 01:31:57.542,0.328,0,0,2022-10-21-2223_DATABASE_4_log,,,,,,
267,4,2022-10-21 01:31:57.543,-0.058,0,0,2022-10-21-2234_DATABASE_4_log,,,,,,
268,1,2022-10-21 01:31:57.543,-0.047,0,0,2022-10-21-2235_DATABASE_1_log,,,,,,
269,2,2022-10-21 01:31:57.543,0.078,0,0,2022-10-21-2235_DATABASE_2_log,,,,,,
270,3,2022-10-21 01:31:57.544,0.078,0,0,2022-10-21-2235_DATABASE_3_log,,,,,,
271,4,2022-10-21 01:31:57.544,0.089,0,0,2022-10-21-2235_DATABASE_4_log,,,,,,
272,1,2022-10-21 01:31:57.545,0.096,0,0,2022-10-21-2241_DATABASE_1_log,,,,,,
273,4,2022-10-21 01:31:57.545,0.099,0,0,2022-10-21-2241_DATABASE_4_log,,,,,,
274,2,2022-10-21 01:32:22.567,0.101,0,0,2022-10-21-2310_DATABASE_2_log,,,,,,
275,2,2022-10-21 01:32:22.569,0.137,0,0,2022-10-21-2313_DATABASE_2_log,,,,,,
276,1,2022-10-21 01:32:24.834,0.155,0,0,2022-10-21-2321_DATABASE_1_log,,,,,,
277,3,2022-10-21 01:32:24.836,0.164,0,0,2022-10-21-2322_DATABASE_3_log,,,,,,
278,4,2022-10-21 01:32:24.836,0.164,0,0,2022-10-21-2346_DATABASE_4_log,,,,,,
279,2,2022-10-21 01:32:24.836,0.17,0,0,2022-10-22-0000_DATABASE_2_log,,,,,,
280,4,2022-10-21 01:32:24.838,0.175,0,0,2022-10-22-0003_DATABASE_4_log,,,,,,
281,1,2022-10-21 01:32:24.838,0.175,0,0,2022-10-22-0010_DATABASE_1_log,,,,,,
282,3,2022-10-21 01:32:24.841,0.218,0,0,2022-10-22-0035_DATABASE_3_log,,,,,,
283,2,2022-10-21 01:32:24.850,0.219,0,0,2022-10-22-0042_DATABASE_2_log,,,,,,
284,3,2022-10-21 01:32:25.666,0.22,0,0,2022-10-22-0324_DATABASE_3_log,,,,,,
285,3,2022-10-21 01:32:25.667,0.224,0,0,2022-10-22-0330_DATABASE_3_log,,,,,,
286,4,2022-10-21 01:32:25.667,-0.685,0,0,2022-10-22-0333_DATABASE_4_log,,,,,,
287,3,2022-10-21 01:32:25.667,0.336,0,0,2022-10-22-0334_DATABASE_3_log,,,,,,
288,4,2022-10-21 01:32:25.667,0.338,0,0,2022-10-22-0336_DATABASE_4_log,,,,,,
289,1,2022-10-21 01:39:41.737,0.379,0,0,2022-10-22-0350_DATABASE_1_log,,,,,,
290,1,2022-10-21 01:50:33.910,0.382,0,0,2022-10-22-0351_DATABASE_1_log,,,,,,
291,1,2022-10-21 01:58:15.385,0.401,0,0,2022-10-22-0352_DATABASE_1_log,,,,,,
292,1,2022-10-21 02:00:31.741,0.405,0,0,2022-10-22-0353_DATABASE_1_log,,,,,,
293,1,2022-10-21 02:10:51.282,0.406,0,0,2022-10-22-0354_DATABASE_1_log,,,,,,
294,1,2022-10-21 02:12:22.522,0.406,0,0,2022-10-22-0355_DATABASE_1_log,,,,,,
295,1,2022-10-21 02:12:41.114,0.444,0,0,2022-10-22-0411_DATABASE_1_log,,,,,,
296,2,2022-10-21 02:21:00.086,0.445,0,0,2022-10-22-0411_DATABASE_2_log,,,,,,
297,3,2022-10-21 02:21:00.089,0.447,0,0,2022-10-22-0411_DATABASE_3_log,,,,,,
298,4,2022-10-21 02:21:00.090,0.448,0,0,2022-10-22-0411_DATABASE_4_log,,,,,,
299,1,2022-10-21 02:21:00.090,0.448,0,0,2022-10-22-1700_DATABASE_1_log,,,,,,
300,2,2022-10-21 02:21:00.090,0.468,0,0,2022-10-22-1702_DATABASE_2_log,,,,,,
301,3,2022-10-21 02:21:00.091,0.078,0,0,2022-10-22-1702_DATABASE_3_log,,,,,,
302,4,2022-10-21 02:21:00.098,0.109,0,0,2022-10-22-1702_DATABASE_4_log,,,,,,
303,1,2022-10-21 02:21:00.099,-0.94,0,0,2022-10-22-1705_DATABASE_1_log,,,,,,
304,1,2022-10-21 02:21:00.099,-0.732,0,0,2022-10-22-1716_DATABASE_1_log,,,,,,
305,1,2022-10-21 02:21:00.100,-0.722,0,0,2022-10-22-1728_DATABASE_1_log,,,,,,
306,2,2022-10-21 02:21:00.100,-0.721,0,0,2022-10-22-1926_DATABASE_2_log,,,,,,
307,3,2022-10-21 02:21:00.100,-0.696,0,0,2022-10-22-1926_DATABASE_3_log,,,,,,
308,4,2022-10-21 02:21:00.104,-0.656,0,0,2022-10-22-1926_DATABASE_4_log,,,,,,
309,3,2022-10-21 02:21:00.105,-0.655,0,0,2022-10-22-1930_DATABASE_3_log,,,,,,
310,3,2022-10-21 02:21:00.105,0.503,0,0,2022-10-22-1934_DATABASE_3_log,,,,,,
311,3,2022-10-21 02:21:00.105,0.516,0,0,2022-10-22-1935_DATABASE_3_log,,,,,,
312,1,2022-10-21 02:21:00.105,0.562,0,0,2022-10-22-1937_DATABASE_1_log,,,,,,
313,3,2022-10-21 02:21:00.106,0.563,0,0,2022-10-22-1941_DATABASE_3_log,,,,,,
314,1,2022-10-21 02:21:00.853,0.568,0,0,2022-10-22-1943_DATABASE_1_log,,,,,,
315,1,2022-10-21 02:21:00.853,0.57,0,0,2022-10-22-1946_DATABASE_1_log,,,,,,
316,1,2022-10-21 02:21:28.424,0.775,0,0,2022-10-22-1947_DATABASE_1_log,,,,,,
317,2,2022-10-21 02:21:28.442,0.776,0,0,2022-10-22-1948_DATABASE_2_log,,,,,,
318,3,2022-10-21 02:21:28.443,0.791,0,0,2022-10-22-1948_DATABASE_3_log,,,,,,
319,3,2022-10-21 02:21:28.443,0.84,0,0,2022-10-22-1951_DATABASE_3_log,,,,,,
320,3,2022-10-21 02:21:28.444,0.841,0,0,2022-10-22-1952_DATABASE_3_log,,,,,,
321,4,2022-10-21 02:21:28.444,0.85,0,0,2022-10-22-1952_DATABASE_4_log,,,,,,
322,2,2022-10-21 02:21:28.445,0.86,0,0,2022-10-22-1955_DATABASE_2_log,,,,,,
323,3,2022-10-21 02:21:28.445,0.884,0,0,2022-10-22-1955_DATABASE_3_log,,,,,,
324,3,2022-10-21 02:21:28.445,-0.111,0,0,2022-10-22-1956_DATABASE_3_log,,,,,,
325,3,2022-10-21 02:21:28.446,-0.078,0,0,2022-10-22-1957_DATABASE_3_log,,,,,,
326,1,2022-10-21 02:21:28.447,0,0,0,2022-10-22-1959_DATABASE_1_log,,,,,,
327,3,2022-10-21 02:21:28.447,0,0,0,2022-10-22-1959_DATABASE_3_log,,,,,,
328,4,2022-10-21 02:21:29.812,0,0,0,2022-10-22-1959_DATABASE_4_log,,,,,,
329,4,2022-10-21 02:21:29.812,0.649,0,0,2022-10-22-2003_DATABASE_4_log,,,,,,
330,1,2022-10-21 02:21:30.909,0.67,0,0,2022-10-22-2007_DATABASE_1_log,,,,,,
331,3,2022-10-21 02:21:30.910,0.049,0,0,2022-10-22-2011_DATABASE_3_log,,,,,,
332,3,2022-10-21 02:21:30.910,0.042,0,0,2022-10-22-2015_DATABASE_3_log,,,,,,
333,4,2022-10-21 02:21:33.477,-0.985,0,0,2022-10-22-2016_DATABASE_4_log,,,,,,
334,1,2022-10-21 02:21:33.480,0.518,0,0,2022-10-22-2018_DATABASE_1_log,,,,,,
335,2,2022-10-21 02:21:40.990,0.518,0,0,2022-10-22-2018_DATABASE_2_log,,,,,,
336,1,2022-10-21 02:22:33.772,-0.017,0,0,2022-10-22-2020_DATABASE_1_log,,,,,,
337,3,2022-10-21 02:22:45.032,-0.016,0,0,2022-10-22-2021_DATABASE_3_log,,,,,,
338,1,2022-10-21 02:22:45.034,-0.016,0,0,2022-10-22-2023_DATABASE_1_log,,,,,,
339,4,2022-10-21 02:22:45.036,-0.015,0,0,2022-10-22-2024_DATABASE_4_log,,,,,,
340,3,2022-10-21 02:22:45.037,-0.014,0,0,2022-10-22-2025_DATABASE_3_log,,,,,,
341,4,2022-10-21 02:31:28.995,-0.014,0,0,2022-10-22-2026_DATABASE_4_log,,,,,,
342,2,2022-10-21 02:34:00.558,-0.014,0,0,2022-10-22-2030_DATABASE_2_log,,,,,,
343,1,2022-10-21 02:36:16.665,-0.013,0,0,2022-10-22-2031_DATABASE_1_log,,,,,,
344,1,2022-10-21 02:36:16.666,-0.012,0,0,2022-10-22-2033_DATABASE_1_log,,,,,,
345,1,2022-10-21 02:36:16.666,-0.012,0,0,2022-10-22-2035_DATABASE_1_log,,,,,,
346,3,2022-10-21 02:36:16.667,-0.011,0,0,2022-10-22-2036_DATABASE_3_log,,,,,,
347,3,2022-10-21 02:36:16.677,-0.008,0,0,2022-10-22-2038_DATABASE_3_log,,,,,,
348,2,2022-10-21 02:36:16.678,-0.008,0,0,2022-10-22-2040_DATABASE_2_log,,,,,,
349,1,2022-10-21 02:36:16.678,-0.007,0,0,2022-10-22-2046_DATABASE_1_log,,,,,,
350,2,2022-10-21 02:36:16.678,-0.005,0,0,2022-10-22-2046_DATABASE_2_log,,,,,,
351,2,2022-10-21 02:36:18.417,0.0,0,0,2022-10-22-2050_DATABASE_2_log,,,,,,
352,1,2022-10-21 02:36:18.419,0.003,72,76,2022-10-22-2052_DATABASE_1_log,,,,,,
353,4,2022-10-21 02:36:18.420,0.154,0,0,2022-10-22-2053_DATABASE_4_log,,,,,,
354,4,2022-10-21 02:36:18.420,0.111,0,0,2022-10-22-2054_DATABASE_4_log,,,,,,
355,3,2022-10-21 02:36:18.421,0.007,0,0,2022-10-22-2102_DATABASE_3_log,,,,,,
356,4,2022-10-21 02:36:20.027,0.139,0,0,2022-10-22-2103_DATABASE_4_log,,,,,,
357,4,2022-10-21 02:36:20.027,0.155,0,0,2022-10-22-2115_DATABASE_4_log,,,,,,
358,1,2022-10-21 02:37:39.241,0,0,0,2022-10-22-2121_DATABASE_1_log,,,,,,
359,4,2022-10-21 02:37:39.254,0,0,0,2022-10-22-2121_DATABASE_4_log,,,,,,
360,2,2022-10-21 02:37:39.310,-0.215,0,0,2022-10-22-2123_DATABASE_2_log,,,,,,
361,2,2022-10-21 02:37:39.311,-0.071,0,0,2022-10-22-2124_DATABASE_2_log,,,,,,
362,4,2022-10-21 02:37:39.311,-0.046,0,0,2022-10-22-2125_DATABASE_4_log,,,,,,
363,1,2022-10-21 02:37:39.313,-0.045,0,0,2022-10-22-2126_DATABASE_1_log,,,,,,
364,3,2022-10-21 02:37:39.313,-0.032,0,0,2022-10-22-2128_DATABASE_3_log,,,,,,
365,4,2022-10-21 02:37:39.314,-0.03,0,0,2022-10-22-2129_DATABASE_4_log,,,,,,
366,1,2022-10-21 02:37:39.314,-0.027,0,0,2022-10-22-2131_DATABASE_1_log,,,,,,
367,1,2022-10-21 02:37:39.314,-0.01,0,0,2022-10-22-2135_DATABASE_1_log,,,,,,
368,3,2022-10-21 02:37:39.315,0.014,0,0,2022-10-22-2138_DATABASE_3_log,,,,,,
369,4,2022-10-21 02:37:39.315,0.034,0,0,2022-10-22-2138_DATABASE_4_log,,,,,,
370,4,2022-10-21 02:37:39.316,0.041,0,0,2022-10-22-2139_DATABASE_4_log,,,,,,
371,1,2022-10-21 02:37:39.328,0.043,0,0,2022-10-22-2141_DATABASE_1_log,,,,,,
372,2,2022-10-21 02:37:39.329,0.123,0,0,2022-10-22-2141_DATABASE_2_log,,,,,,
373,1,2022-10-21 02:37:39.330,0.435,0,0,2022-10-22-2142_DATABASE_1_log,,,,,,
374,1,2022-10-21 02:37:39.331,0.386,0,0,2022-10-22-2143_DATABASE_1_log,,,,,,
375,1,2022-10-21 02:37:39.331,-0.004,0,0,2022-10-22-2146_DATABASE_1_log,,,,,,
376,3,2022-10-21 02:37:39.332,-0.002,0,0,2022-10-22-2146_DATABASE_3_log,,,,,,
377,2,2022-10-21 02:37:40.743,0.272,1,0,2022-10-22-2150_DATABASE_2_log,,,,,,
378,3,2022-10-21 02:42:41.550,-0.67,0,0,2022-10-22-2151_DATABASE_3_log,,,,,,
379,1,2022-10-21 02:42:41.551,0.016,0,0,2022-10-22-2152_DATABASE_1_log,,,,,,
380,2,2022-10-21 02:42:41.552,0.022,0,0,2022-10-22-2154_DATABASE_2_log,,,,,,
381,3,2022-10-21 02:42:41.567,0.049,0,0,2022-10-22-2155_DATABASE_3_log,,,,,,
382,4,2022-10-21 02:42:41.568,0.073,0,0,2022-10-22-2156_DATABASE_4_log,,,,,,
383,1,2022-10-21 02:42:41.571,0.074,0,0,2022-10-22-2159_DATABASE_1_log,,,,,,
384,3,2022-10-21 02:42:41.572,-0.497,0,0,2022-10-22-2159_DATABASE_3_log,,,,,,
385,3,2022-10-21 02:42:41.573,-0.784,0,0,2022-10-22-2201_DATABASE_3_log,,,,,,
386,3,2022-10-21 02:42:41.573,-0.241,0,0,2022-10-22-2203_DATABASE_3_log,,,,,,
387,3,2022-10-21 02:42:41.574,0.033,0,0,2022-10-22-2208_DATABASE_3_log,,,,,,
388,1,2022-10-21 02:42:41.574,0.226,0,0,2022-10-22-2209_DATABASE_1_log,,,,,,
389,4,2022-10-21 02:42:41.576,-0.11,0,0,2022-10-22-2209_DATABASE_4_log,,,,,,
390,4,2022-10-21 02:42:41.576,-0.027,0,0,2022-10-22-2212_DATABASE_4_log,,,,,,
391,2,2022-10-21 02:42:41.576,-0.025,0,0,2022-10-22-2216_DATABASE_2_log,,,,,,
392,3,2022-10-21 02:42:41.581,0.324,0,0,2022-10-22-2217_DATABASE_3_log,,,,,,
393,2,2022-10-21 02:42:41.582,0.515,0,0,2022-10-22-2223_DATABASE_2_log,,,,,,
394,4,2022-10-21 02:42:41.582,0.516,0,0,2022-10-22-2227_DATABASE_4_log,,,,,,
395,1,2022-10-21 02:42:41.582,0.604,0,0,2022-10-22-2228_DATABASE_1_log,,,,,,
396,2,2022-10-21 02:42:41.582,0.605,0,0,2022-10-22-2229_DATABASE_2_log,,,,,,
397,1,2022-10-21 02:48:02.440,0.606,0,0,2022-10-22-2233_DATABASE_1_log,,,,,,
398,2,2022-10-21 02:48:25.396,0.607,0,0,2022-10-22-2235_DATABASE_2_log,,,,,,
399,3,2022-10-21 02:48:25.397,0.607,0,0,2022-10-22-2237_DATABASE_3_log,,,,,,
400,3,2022-10-21 02:48:25.397,0.608,0,0,2022-10-22-2238_DATABASE_3_log,,,,,,
401,2,2022-10-21 02:48:25.398,0.619,0,0,2022-10-22-2239_DATABASE_2_log,,,,,,
402,1,2022-10-21 02:48:25.412,0.62,0,0,2022-10-22-2241_DATABASE_1_log,,,,,,
403,3,2022-10-21 02:48:25.414,0.62,0,0,2022-10-22-2242_DATABASE_3_log,,,,,,
404,3,2022-10-21 02:48:25.414,0.657,0,0,2022-10-22-2243_DATABASE_3_log,,,,,,
405,4,2022-10-21 02:48:25.415,0.296,0,0,2022-10-22-2243_DATABASE_4_log,,,,,,
406,4,2022-10-21 02:48:25.418,-0.086,0,0,2022-10-22-2245_DATABASE_4_log,,,,,,
407,1,2022-10-21 02:48:25.419,-0.085,0,0,2022-10-22-2246_DATABASE_1_log,,,,,,
408,2,2022-10-21 02:48:26.118,-0.051,0,0,2022-10-22-2246_DATABASE_2_log,,,,,,
409,3,2022-10-21 02:48:26.119,-0.032,0,0,2022-10-22-2246_DATABASE_3_log,,,,,,
410,4,2022-10-21 02:48:27.160,-0.031,0,0,2022-10-22-2247_DATABASE_4_log,,,,,,
411,4,2022-10-21 02:48:27.181,-0.03,0,0,2022-10-22-2250_DATABASE_4_log,,,,,,
412,3,2022-10-21 02:48:27.182,-0.021,0,0,2022-10-22-2252_DATABASE_3_log,,,,,,
413,4,2022-10-21 02:55:47.933,-0.02,0,0,2022-10-22-2253_DATABASE_4_log,,,,,,
414,1,2022-10-21 02:55:47.935,0.031,0,0,2022-10-22-2257_DATABASE_1_log,,,,,,
415,2,2022-10-21 02:55:47.939,0.373,0,0,2022-10-22-2258_DATABASE_2_log,,,,,,
416,2,2022-10-21 02:55:47.940,0.527,0,0,2022-10-22-2259_DATABASE_2_log,,,,,,
417,3,2022-10-21 02:55:47.941,0.591,0,0,2022-10-22-2302_DATABASE_3_log,,,,,,
418,3,2022-10-21 02:55:47.942,0.717,0,0,2022-10-22-2303_DATABASE_3_log,,,,,,
419,2,2022-10-21 02:55:47.942,0.718,72,76,2022-10-22-2305_DATABASE_2_log,,,,,,
420,3,2022-10-21 02:55:47.943,0.757,0,0,2022-10-22-2305_DATABASE_3_log,,,,,,
421,4,2022-10-21 02:55:47.943,0.758,0,0,2022-10-22-2305_DATABASE_4_log,,,,,,
422,1,2022-10-21 02:55:47.944,0.758,0,0,2022-10-22-2306_DATABASE_1_log,,,,,,
423,1,2022-10-21 02:55:47.944,0.053,0,0,2022-10-22-2307_DATABASE_1_log,,,,,,
424,3,2022-10-21 02:55:49.420,0.137,0,0,2022-10-22-2309_DATABASE_3_log,,,,,,
425,4,2022-10-21 02:55:49.421,0.137,0,0,2022-10-22-2309_DATABASE_4_log,,,,,,
426,4,2022-10-21 02:55:49.425,0.137,0,0,2022-10-22-2310_DATABASE_4_log,,,,,,
427,4,2022-10-21 02:55:53.148,0.138,0,0,2022-10-22-2314_DATABASE_4_log,,,,,,
428,3,2022-10-21 02:57:05.627,0.139,0,0,2022-10-22-2315_DATABASE_3_log,,,,,,
429,3,2022-10-21 02:57:05.629,0.14,0,0,2022-10-22-2317_DATABASE_3_log,,,,,,
430,2,2022-10-21 02:57:05.630,0.142,0,0,2022-10-22-2318_DATABASE_2_log,,,,,,
431,3,2022-10-21 02:57:05.634,0.143,0,0,2022-10-22-2327_DATABASE_3_log,,,,,,
432,1,2022-10-21 02:57:05.650,0.143,0,0,2022-10-22-2335_DATABASE_1_log,,,,,,
433,4,2022-10-21 02:57:05.656,0.143,0,0,2022-10-22-2335_DATABASE_4_log,,,,,,
434,4,2022-10-21 02:57:05.657,0.144,0,0,2022-10-22-2337_DATABASE_4_log,,,,,,
435,2,2022-10-21 02:57:07.183,0.146,0,0,2022-10-22-2340_DATABASE_2_log,,,,,,
436,4,2022-10-21 02:57:07.184,0.147,0,0,2022-10-22-2342_DATABASE_4_log,,,,,,
437,3,2022-10-21 02:57:07.186,0.147,0,0,2022-10-22-2343_DATABASE_3_log,,,,,,
438,1,2022-10-21 02:57:07.187,0.147,0,0,2022-10-22-2349_DATABASE_1_log,,,,,,
439,3,2022-10-21 02:57:07.188,0.149,0,0,2022-10-22-2352_DATABASE_3_log,,,,,,
440,4,2022-10-21 02:57:07.188,0.149,0,0,2022-10-22-2353_DATABASE_4_log,,,,,,
441,4,2022-10-21 02:57:07.190,-0.672,0,0,2022-10-22-2358_DATABASE_4_log,,,,,,
442,3,2022-10-21 02:57:08.812,0,0,0,2022-10-22-2359_DATABASE_3_log,,,,,,
443,1,2022-10-21 02:57:08.814,-0.058,0,0,2022-10-23-0000_DATABASE_1_log,,,,,,
444,2,2022-10-21 02:57:12.814,-0.047,0,0,2022-10-23-0000_DATABASE_2_log,,,,,,
445,3,2022-10-21 02:57:12.815,0.439,0,0,2022-10-23-0000_DATABASE_3_log,,,,,,
446,4,2022-10-21 02:57:12.816,0.44,0,0,2022-10-23-0000_DATABASE_4_log,,,,,,
447,4,2022-10-21 02:57:23.428,0.069,0,0,2022-10-23-0004_DATABASE_4_log,,,,,,
448,2,2022-10-21 02:56:32.468,-0.622,0,0,2022-10-23-0009_DATABASE_2_log,,,,,,
449,2,2022-10-21 02:56:32.470,-0.058,0,0,2022-10-23-0022_DATABASE_2_log,,,,,,
450,4,2022-10-21 02:56:32.471,-0.105,1,0,2022-10-23-0022_DATABASE_4_log,,,,,,
451,1,2022-10-21 02:56:32.472,-0.087,0,0,2022-10-23-0024_DATABASE_1_log,,,,,,
452,3,2022-10-21 02:56:32.472,0.406,0,0,2022-10-23-0024_DATABASE_3_log,,,,,,
453,2,2022-10-21 02:56:32.473,0.018,0,0,2022-10-23-0027_DATABASE_2_log,,,,,,
454,4,2022-10-21 02:56:32.473,0.044,0,0,2022-10-23-0029_DATABASE_4_log,,,,,,
455,3,2022-10-21 02:56:32.474,-0.904,0,0,2022-10-23-0033_DATABASE_3_log,,,,,,
456,3,2022-10-21 02:56:32.474,-0.903,0,0,2022-10-23-0034_DATABASE_3_log,,,,,,
457,1,2022-10-21 02:56:32.475,-0.902,0,0,2022-10-23-0035_DATABASE_1_log,,,,,,
458,1,2022-10-21 02:56:32.477,-0.869,0,0,2022-10-23-0044_DATABASE_1_log,,,,,,
459,3,2022-10-21 02:56:32.477,0.309,0,0,2022-10-23-0049_DATABASE_3_log,,,,,,
460,3,2022-10-21 02:56:32.478,0.008,0,0,2022-10-23-0051_DATABASE_3_log,,,,,,
461,4,2022-10-21 02:56:32.478,0.171,0,0,2022-10-23-0051_DATABASE_4_log,,,,,,
462,2,2022-10-21 02:56:32.478,0.319,0,0,2022-10-23-0052_DATABASE_2_log,,,,,,
463,1,2022-10-21 03:05:15.438,0.328,0,0,2022-10-23-0054_DATABASE_1_log,,,,,,
464,4,2022-10-21 03:05:17.746,0.315,0,0,2022-10-23-0058_DATABASE_4_log,,,,,,
465,3,2022-10-21 03:13:11.380,0.297,0,0,2022-10-23-0100_DATABASE_3_log,,,,,,
466,3,2022-10-21 03:14:22.375,0.298,0,0,2022-10-23-0102_DATABASE_3_log,,,,,,
467,4,2022-10-21 03:15:32.996,0.38,0,0,2022-10-23-0104_DATABASE_4_log,,,,,,
468,3,2022-10-21 03:23:23.411,0.387,0,0,2022-10-23-0106_DATABASE_3_log,,,,,,
469,1,2022-10-21 03:23:20.352,0.387,0,0,2022-10-23-0109_DATABASE_1_log,,,,,,
470,2,2022-10-21 03:24:31.163,0.389,0,0,2022-10-23-0109_DATABASE_2_log,,,,,,
471,1,2022-10-21 03:25:52.472,0.389,0,0,2022-10-23-0111_DATABASE_1_log,,,,,,
472,3,2022-10-21 03:26:55.066,0.389,0,0,2022-10-23-0111_DATABASE_3_log,,,,,,
473,4,2022-10-21 03:27:36.432,0.392,0,0,2022-10-23-0111_DATABASE_4_log,,,,,,
474,4,2022-10-21 03:28:44.683,0.393,0,0,2022-10-23-0117_DATABASE_4_log,,,,,,
475,2,2022-10-21 03:29:24.983,0.394,0,0,2022-10-23-0119_DATABASE_2_log,,,,,,
476,3,2022-10-21 03:29:25.015,0.394,0,0,2022-10-23-0119_DATABASE_3_log,,,,,,
477,3,2022-10-21 03:29:25.016,-0.002,0,0,2022-10-23-0120_DATABASE_3_log,,,,,,
478,3,2022-10-21 03:29:25.017,-0.001,0,0,2022-10-23-0121_DATABASE_3_log,,,,,,
479,4,2022-10-21 03:29:25.018,-0.282,0,0,2022-10-23-0122_DATABASE_4_log,,,,,,
480,2,2022-10-21 03:29:25.019,-0.281,0,0,2022-10-23-0128_DATABASE_2_log,,,,,,
481,4,2022-10-21 03:29:25.019,-0.226,0,0,2022-10-23-0134_DATABASE_4_log,,,,,,
482,2,2022-10-21 03:29:25.020,-0.225,0,0,2022-10-23-0139_DATABASE_2_log,,,,,,
483,3,2022-10-21 03:29:25.020,-0.192,0,0,2022-10-23-0141_DATABASE_3_log,,,,,,
484,4,2022-10-21 03:29:25.021,-0.191,0,0,2022-10-23-0149_DATABASE_4_log,,,,,,
485,2,2022-10-21 03:29:25.022,-0.19,0,0,2022-10-23-0150_DATABASE_2_log,,,,,,
486,4,2022-10-21 03:29:25.022,-0.19,0,0,2022-10-23-0158_DATABASE_4_log,,,,,,
487,2,2022-10-21 03:29:25.023,-0.189,0,0,2022-10-23-0159_DATABASE_2_log,,,,,,
488,1,2022-10-21 03:29:25.023,-0.177,0,0,2022-10-23-0200_DATABASE_1_log,,,,,,
489,1,2022-10-21 03:29:26.022,0.051,0,0,2022-10-23-0201_DATABASE_1_log,,,,,,
490,1,2022-10-21 03:29:26.022,0.074,0,0,2022-10-23-0204_DATABASE_1_log,,,,,,
491,1,2022-10-21 03:29:28.490,0.201,0,0,2022-10-23-0206_DATABASE_1_log,,,,,,
492,2,2022-10-21 03:29:35.867,0.355,0,0,2022-10-23-0206_DATABASE_2_log,,,,,,
493,1,2022-10-21 03:29:40.438,0.428,0,0,2022-10-23-0207_DATABASE_1_log,,,,,,
494,2,2022-10-21 03:29:40.440,0.545,0,0,2022-10-23-0210_DATABASE_2_log,,,,,,
495,1,2022-10-21 03:29:49.494,0.315,0,0,2022-10-23-0212_DATABASE_1_log,,,,,,
496,3,2022-10-21 03:29:49.496,-0.359,0,0,2022-10-23-0212_DATABASE_3_log,,,,,,
497,2,2022-10-21 03:29:49.496,-0.681,0,0,2022-10-23-0215_DATABASE_2_log,,,,,,
498,4,2022-10-21 03:29:49.505,-0.418,0,0,2022-10-23-0216_DATABASE_4_log,,,,,,
499,3,2022-10-21 03:29:49.512,0.085,0,0,2022-10-23-0218_DATABASE_3_log,,,,,,
500,1,2022-10-21 03:29:49.513,0.333,0,0,2022-10-23-0221_DATABASE_1_log,,,,,,
501,3,2022-10-21 03:29:49.513,0.02,0,0,2022-10-23-0221_DATABASE_3_log,,,,,,
502,1,2022-10-21 03:29:49.517,0.267,0,0,2022-10-23-0225_DATABASE_1_log,,,,,,
503,2,2022-10-21 03:29:49.517,0.254,0,0,2022-10-23-0227_DATABASE_2_log,,,,,,
504,4,2022-10-21 03:29:49.518,0.316,0,0,2022-10-23-0231_DATABASE_4_log,,,,,,
505,2,2022-10-21 03:29:49.518,0.321,0,0,2022-10-23-0235_DATABASE_2_log,,,,,,
506,2,2022-10-21 03:29:50.289,-0.373,0,0,2022-10-23-0242_DATABASE_2_log,,,,,,
507,2,2022-10-21 03:29:50.293,-0.373,0,0,2022-10-23-0243_DATABASE_2_log,,,,,,
508,4,2022-10-21 03:29:50.293,-0.79,0,0,2022-10-23-0243_DATABASE_4_log,,,,,,
509,2,2022-10-21 03:29:50.294,-0.55,0,0,2022-10-23-0245_DATABASE_2_log,,,,,,
510,2,2022-10-21 03:29:50.294,0,0,0,2022-10-23-0246_DATABASE_2_log,,,,,,
511,2,2022-10-21 03:29:50.295,0.341,0,0,2022-10-23-0254_DATABASE_2_log,,,,,,
